accuracy_history,f1_history,auc_history,package,time_elapsed,classifier,sample_size,Strategy,dataset
"[0.35625, 0.34838709677419355, 0.42, 0.42758620689655175, 0.4357142857142857, 0.42962962962962964, 0.4307692307692308, 0.488, 0.48333333333333334, 0.5217391304347826]","[0.29307036247334756, 0.2965966669378879, 0.4314518918171128, 0.44236269119612937, 0.4494197031039136, 0.4448345231841273, 0.4482698597863629, 0.4723553564762972, 0.4675793701389775, 0.4862920679625484]","[0.5414986494437314, 0.5947992396209715, 0.6556894276192523, 0.6625740905846594, 0.6712147838933552, 0.6689537463731012, 0.6745329670329668, 0.692676884153165, 0.686288255530583, 0.7449182206757771]",modAL,0.08881549699981406,NB,0.034278959810874705,Expected Model Change,54_vehicle
"[0.29375, 0.29375, 0.29375, 0.29375, 0.29375, 0.29375, 0.29375, 0.29375, 0.29375, 0.29375]","[0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977, 0.19578185468015977]","[0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548, 0.5286726773106548]",modAL,0.07119866800076124,NB,0.010638297872340425,Uncertain Sampling,54_vehicle
"[0.31875, 0.375, 0.34375, 0.2875, 0.2875, 0.35625, 0.48125, 0.2625, 0.50625, 0.25]","[0.3051075854375313, 0.25405316648230086, 0.2653495737958081, 0.22872837909489552, 0.17403864792510362, 0.2576402966951747, 0.49106193793306796, 0.1177699394407937, 0.4347878597220702, 0.10406091370558375]","[0.6143785268239196, 0.603921376898802, 0.5751945269041506, 0.5364142563917416, 0.5228413998983741, 0.5892174462451861, 0.7159014127353445, 0.510799435708173, 0.7223086823384681, 0.5019480604139924]",modAL,0.08670502400036639,NB,0.10638297872340426,Random Sampling,54_vehicle
"[0.512987012987013, 0.42567567567567566, 0.5492957746478874, 0.45588235294117646, 0.43846153846153846, 0.46774193548387094, 0.4915254237288136, 0.5, 0.5566037735849056, 0.58]","[0.5080768618201572, 0.36194786930081047, 0.560234132065118, 0.44170429942616113, 0.43367958578535193, 0.4677730726117823, 0.4791938905189788, 0.500140231531209, 0.5412309053226764, 0.5526262943514747]","[0.8094896251587522, 0.7926340062492181, 0.788608021002387, 0.7063501828788917, 0.719647687389623, 0.7295128049485489, 0.7671630940511798, 0.7543332087263247, 0.7594203751648513, 0.7571890432098766]",modAL,0.21494598199933534,NB,0.1773049645390071,Query by Committee,54_vehicle
"[0.2625, 0.41935483870967744, 0.42, 0.46206896551724136, 0.45714285714285713, 0.45925925925925926, 0.46153846153846156, 0.456, 0.4583333333333333, 0.5043478260869565]","[0.11775164435048155, 0.4151325896010119, 0.4216234465617233, 0.4624361607396116, 0.45833009828622856, 0.4599194390298838, 0.4633389334114987, 0.457868253968254, 0.4625957352825927, 0.5058004070626791]","[0.515328613072315, 0.6753568340173376, 0.6897245963912632, 0.7187166476821649, 0.7179571272953625, 0.7112849629189498, 0.7201787779082608, 0.7226085369827305, 0.7258701962150238, 0.7561406968219188]",modAL,0.09003680299974803,NB,0.034278959810874705,Expected Model Change,54_vehicle
"[0.30625, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875]","[0.2256439393939394, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126, 0.3688437597261126]","[0.578691865907146, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779, 0.6002031183140779]",modAL,0.07143309499952011,NB,0.016548463356973995,Uncertain Sampling,54_vehicle
"[0.38125, 0.24375, 0.34375, 0.25625, 0.26875, 0.26875, 0.38125, 0.38125, 0.275, 0.35625]","[0.3209113190730838, 0.21050129458160796, 0.24333477342549922, 0.1320673076923077, 0.1787419871794872, 0.14597826086956522, 0.29693818283166107, 0.3195815711786536, 0.1421133925598211, 0.2360766806722689]","[0.5739172316270861, 0.4846250702021823, 0.5896658041827129, 0.49949121804129226, 0.48139785916773653, 0.5059352936456997, 0.646665095474968, 0.6067104761713736, 0.655312165703894, 0.6074803768185709]",modAL,0.08661133100031293,NB,0.10638297872340426,Random Sampling,54_vehicle
"[0.5194805194805194, 0.5202702702702703, 0.47183098591549294, 0.5, 0.5076923076923077, 0.5403225806451613, 0.5254237288135594, 0.5357142857142857, 0.5377358490566038, 0.57]","[0.44537197799229883, 0.44108277187545486, 0.42463660953191706, 0.45708826779657, 0.44474430228262163, 0.4919816285434747, 0.45973606218309077, 0.46349326926474227, 0.46280442980857156, 0.48076468783555754]","[0.8077239577239578, 0.8239950888388389, 0.814518893314489, 0.7815219377592602, 0.7856503989837323, 0.785111738298013, 0.7984186446792378, 0.7617928747439837, 0.7496766585514304, 0.7324958949096881]",modAL,0.22323815599975205,NB,0.1773049645390071,Query by Committee,54_vehicle
"[0.29375, 0.3225806451612903, 0.44666666666666666, 0.4413793103448276, 0.44285714285714284, 0.43703703703703706, 0.43846153846153846, 0.528, 0.5333333333333333, 0.5391304347826087]","[0.20036958455385684, 0.3008392306911609, 0.3918346198121479, 0.3858796704773952, 0.38855380052197674, 0.38351189284522613, 0.39628718483811737, 0.5164212617983109, 0.5226881720430108, 0.5279818209109406]","[0.5587814071191699, 0.6111400243785643, 0.6493195827406354, 0.6510552826614533, 0.6504868361486008, 0.6485875299459929, 0.7348798076923077, 0.7788587354296558, 0.7821997418091168, 0.7860323111515258]",modAL,0.08252095000079862,NB,0.04018912529550828,Expected Model Change,54_vehicle
"[0.41875, 0.55, 0.575, 0.5125, 0.56875, 0.6125, 0.6625, 0.66875, 0.66875, 0.71875]","[0.3829249629966843, 0.5040673220143258, 0.5795841852066498, 0.5268598702991233, 0.5663307728856509, 0.6146074342274828, 0.6590585901332057, 0.6530272207691563, 0.6530272207691563, 0.7072829968591539]","[0.7354620306482672, 0.796201092479675, 0.8281194339698332, 0.7892848069105691, 0.8334535127834832, 0.8581152886981174, 0.8724298981065469, 0.8986114676936244, 0.8986114676936244, 0.9124024858258452]",modAL,1.1215409169999475,RF,0.057919621749408984,Uncertain Sampling,54_vehicle
"[0.5125, 0.46875, 0.46875, 0.40625, 0.30625, 0.5, 0.4125, 0.425, 0.54375, 0.45625]","[0.46799352011916023, 0.46927676759303916, 0.43832726200147765, 0.3879730013724481, 0.2752083333333334, 0.47916847728841283, 0.3890370931750242, 0.41371344324689396, 0.5023652588858775, 0.44023526351439835]","[0.7730091162548139, 0.6829296875000002, 0.7132617438222081, 0.709708309932606, 0.6335308856172445, 0.7765855330017117, 0.7461416379172016, 0.6779094625855799, 0.8016082484221225, 0.66253550224647]",modAL,1.1397994190001555,RF,0.10638297872340426,Random Sampling,54_vehicle
"[0.5324675324675324, 0.5743243243243243, 0.6619718309859155, 0.6470588235294118, 0.7, 0.6693548387096774, 0.6864406779661016, 0.6785714285714286, 0.6792452830188679, 0.71]","[0.49087823238336903, 0.5125248694325777, 0.6081135533064498, 0.6364572427552693, 0.685833425833426, 0.6472486027334416, 0.6673541765963056, 0.6600556206088993, 0.6564390742234955, 0.6905590364867821]","[0.8394959248617786, 0.8653424887799887, 0.8684598552672126, 0.8661672307812013, 0.8661309263159359, 0.8532449734537021, 0.8531767125374743, 0.864332561728395, 0.8714693325542381, 0.8758576492951494]",modAL,12.693872501999977,RF,0.1773049645390071,Query by Committee,54_vehicle
"[0.425, 0.45161290322580644, 0.5533333333333333, 0.5724137931034483, 0.5785714285714286, 0.6, 0.6153846153846154, 0.608, 0.6333333333333333, 0.6260869565217392]","[0.40619162274242304, 0.4135017939555938, 0.5467802746566792, 0.5368110656601136, 0.5796111803649068, 0.5864757487025871, 0.6006694361889645, 0.6021260884709161, 0.621505376344086, 0.6160024113000182]","[0.6936824053273429, 0.7384279816580326, 0.7693915710582377, 0.7901748109183456, 0.8123506678312351, 0.8264993200571392, 0.8564263469505403, 0.8377688223938226, 0.8572060552616109, 0.8449115930250363]",modAL,1.4140805410006578,RF,0.06382978723404255,Expected Model Change,54_vehicle
"[0.41875, 0.4125, 0.525, 0.525, 0.5875, 0.63125, 0.64375, 0.65, 0.70625, 0.75]","[0.4096614746796884, 0.38555498772614893, 0.5143015782490821, 0.5143015782490821, 0.5561998933509856, 0.6152514270285482, 0.6342214912152031, 0.6471264428940129, 0.701535811124052, 0.7463995983935743]","[0.7358387155006418, 0.7155517724379546, 0.7734784512729997, 0.7734784512729997, 0.8513725863821138, 0.8658053694640566, 0.8660810634627729, 0.8709863740907148, 0.8937643580177578, 0.9052048065094139]",modAL,1.1641685300000972,RF,0.057919621749408984,Uncertain Sampling,54_vehicle
"[0.2625, 0.46875, 0.40625, 0.43125, 0.54375, 0.28125, 0.45625, 0.4875, 0.35, 0.4625]","[0.24007241923517628, 0.4098692741367159, 0.3892894274776922, 0.3841910331384016, 0.5325093813125729, 0.2646883541097062, 0.4426438771458757, 0.47506258069415974, 0.3298283631869242, 0.4371440627587525]","[0.5993773066431324, 0.7431772337665812, 0.6855846504599916, 0.7455409913885324, 0.7587751056375696, 0.5430382334456568, 0.7258300238018829, 0.7313468455819427, 0.7025592372700045, 0.6969497486093283]",modAL,1.1396837700003744,RF,0.10638297872340426,Random Sampling,54_vehicle
"[0.5324675324675324, 0.5743243243243243, 0.5774647887323944, 0.5735294117647058, 0.6076923076923076, 0.6370967741935484, 0.6440677966101694, 0.75, 0.7264150943396226, 0.75]","[0.5246990497114556, 0.5748494576793464, 0.5571374772700374, 0.549829199972672, 0.5645614035087719, 0.6108560407677243, 0.6029209921308275, 0.7500388509267089, 0.7067173551997177, 0.7499836451156415]","[0.8360332262771287, 0.8414332141090642, 0.8415373199704187, 0.8280287436665842, 0.8717761752136751, 0.8751308980719085, 0.8949277255311737, 0.9178223396973396, 0.9088230476939203, 0.9115881103347138]",modAL,12.769535305000318,RF,0.1773049645390071,Query by Committee,54_vehicle
"[0.39375, 0.5935483870967742, 0.6066666666666667, 0.6, 0.5928571428571429, 0.6, 0.6230769230769231, 0.672, 0.6666666666666666, 0.6869565217391305]","[0.35997171945701356, 0.5759043016653194, 0.5613438550648898, 0.5757396626362143, 0.5679869950685308, 0.5740184294443553, 0.6109311740890689, 0.6439950310559006, 0.6392198654228735, 0.662507347724739]","[0.7422877721170306, 0.8112216745281261, 0.8264167684167685, 0.7979331242262275, 0.7923911620569282, 0.8301287562071875, 0.8128399378399379, 0.8368412512218963, 0.8353184166749635, 0.8469924653058086]",modAL,1.3923876759999985,RF,0.04609929078014184,Expected Model Change,54_vehicle
"[0.34375, 0.3875, 0.50625, 0.51875, 0.54375, 0.59375, 0.6625, 0.73125, 0.71875, 0.71875]","[0.3446641824548801, 0.3742899623740746, 0.4765064007973491, 0.4877511261261261, 0.5205504990603227, 0.5889018677917108, 0.6483372436274619, 0.7187086760372824, 0.7075440874175051, 0.7075440874175051]","[0.5878533342693625, 0.6961236026422766, 0.7843175846437741, 0.794815769415918, 0.8145585118474541, 0.8250249886339325, 0.882536705712452, 0.9115729634681217, 0.924216777652974, 0.924216777652974]",modAL,1.1605897139997978,RF,0.057919621749408984,Uncertain Sampling,54_vehicle
"[0.3875, 0.375, 0.36875, 0.40625, 0.4125, 0.38125, 0.55, 0.3875, 0.45625, 0.56875]","[0.3634013094495777, 0.31972419825851967, 0.3322898116669365, 0.40813078703703703, 0.3919701472763369, 0.40995231101536084, 0.5120302102509815, 0.382374465996643, 0.4161096602672689, 0.5263216350695158]","[0.6340538250160463, 0.6798768453145059, 0.6567131003958068, 0.7049494544287549, 0.6513363653990161, 0.6780514214270432, 0.7586035950203254, 0.6315564659552846, 0.7883603778883185, 0.7461255248448866]",modAL,1.1487927489997674,RF,0.10638297872340426,Random Sampling,54_vehicle
"[0.4805194805194805, 0.527027027027027, 0.5422535211267606, 0.6470588235294118, 0.6692307692307692, 0.6451612903225806, 0.7033898305084746, 0.6875, 0.7169811320754716, 0.73]","[0.4615645232006548, 0.5446514831290962, 0.5638765218516749, 0.6543852096051235, 0.6469175269175269, 0.6218845670458574, 0.677141706718919, 0.6699385981998469, 0.699904423396549, 0.7150150771997191]","[0.8198314591406697, 0.8170071075698742, 0.8165335519451996, 0.858972515211702, 0.8476212104888575, 0.8509263769351826, 0.8648658192090396, 0.8623318016490984, 0.8726000619046874, 0.8889501955034214]",modAL,12.772799276000114,RF,0.1773049645390071,Query by Committee,54_vehicle
"[0.375, 0.38064516129032255, 0.46, 0.5379310344827586, 0.5357142857142857, 0.5333333333333333, 0.5769230769230769, 0.568, 0.6166666666666667, 0.6260869565217392]","[0.35627446092450804, 0.3597939049832115, 0.4196421778628506, 0.4974337940788734, 0.497941806621052, 0.4951145780078872, 0.5475561965249951, 0.5380927291886196, 0.5859093440974558, 0.5937349190490003]","[0.6253408817394096, 0.6083649130062542, 0.7112908961593173, 0.7568853666403575, 0.7528955853174603, 0.7527097362514028, 0.7973519105222734, 0.7859625285109155, 0.8073761987433863, 0.8140830841193161]",modAL,1.391050491999522,RF,0.04018912529550828,Expected Model Change,54_vehicle
"[0.45, 0.4625, 0.50625, 0.575, 0.54375, 0.64375, 0.64375, 0.65, 0.65, 0.675]","[0.44773322044334973, 0.4090203763837149, 0.46871029538574716, 0.5593168046699025, 0.5442208428990619, 0.6356552464290559, 0.6512138802889578, 0.6556086505468257, 0.6556086505468257, 0.6807145230995805]","[0.720450280140137, 0.7022870533804022, 0.7047606272732136, 0.7856321205070604, 0.8010368862323493, 0.8303809638425332, 0.8635673740372273, 0.8891711462344888, 0.8891711462344888, 0.8942239817340608]",modAL,1.1506286450003245,RF,0.057919621749408984,Uncertain Sampling,54_vehicle
"[0.48125, 0.41875, 0.41875, 0.3875, 0.4875, 0.4, 0.4, 0.4125, 0.4625, 0.44375]","[0.4505722532723781, 0.40994104951086197, 0.41531147917214994, 0.3835015403984882, 0.4703523290481531, 0.33311830879892934, 0.3929151230384627, 0.390100834128986, 0.4397977832904324, 0.4305197310405644]","[0.6803540864356014, 0.6868603912601627, 0.737304135911425, 0.6150515818891743, 0.7083708747860507, 0.645618431081515, 0.6543623301775783, 0.66635707504279, 0.7306462110879333, 0.6980680860879331]",modAL,1.1441694779996396,RF,0.10638297872340426,Random Sampling,54_vehicle
"[0.551948051948052, 0.5540540540540541, 0.6338028169014085, 0.6764705882352942, 0.6692307692307692, 0.7096774193548387, 0.7457627118644068, 0.6785714285714286, 0.6886792452830188, 0.69]","[0.5411808407988201, 0.5350377804086882, 0.6374590538399479, 0.665924272297858, 0.6571964357034509, 0.703291847041847, 0.7281680509009392, 0.6580898147417519, 0.6677778973638626, 0.6656267668712471]","[0.872171628590114, 0.8537675027457494, 0.8734534627535094, 0.8767635236950312, 0.8850684814868877, 0.8949586663489537, 0.9076493124665764, 0.8984906462585035, 0.8977017051781203, 0.9105575327450327]",modAL,12.695580466999672,RF,0.1773049645390071,Query by Committee,54_vehicle
"[0.45625, 0.49032258064516127, 0.5666666666666667, 0.6137931034482759, 0.6, 0.6444444444444445, 0.6384615384615384, 0.656, 0.6583333333333333, 0.6695652173913044]","[0.4112766545738647, 0.4550371621299291, 0.5283722346800754, 0.5937865038772481, 0.5799983291562238, 0.6336729951893887, 0.6274862368324244, 0.6384792854501936, 0.6425521319638966, 0.6501076692844562]","[0.628454214805306, 0.7293679908196037, 0.7973678212625581, 0.8415835085798787, 0.8359253423591658, 0.8461032830640673, 0.8438094280732445, 0.8490409890057417, 0.848843208723979, 0.8525392620296781]",modAL,1.3951346600006218,RF,0.04018912529550828,Expected Model Change,54_vehicle
"[0.35, 0.45625, 0.45625, 0.49375, 0.48125, 0.5125, 0.6125, 0.6125, 0.65625, 0.69375]","[0.2912365608398685, 0.4216164516369602, 0.4216164516369602, 0.4398611662249481, 0.426320971691557, 0.48069053643141996, 0.5759398831225366, 0.5611258817631682, 0.6290605472313446, 0.6678096115836809]","[0.6390863854567823, 0.7518267276422765, 0.7518267276422765, 0.7989243688489518, 0.7934568891741549, 0.8137576720956355, 0.8608615646394951, 0.8752105564024392, 0.8773159699935817, 0.9100222139762516]",modAL,1.1229817900002672,RF,0.057919621749408984,Uncertain Sampling,54_vehicle
"[0.41875, 0.425, 0.51875, 0.43125, 0.49375, 0.4375, 0.44375, 0.46875, 0.45, 0.48125]","[0.4156779739867975, 0.39981420174940513, 0.4809464285714286, 0.41807467071393034, 0.45795013085285863, 0.417478354978355, 0.4320486627551845, 0.44066362847653184, 0.4497745069273636, 0.4415885015615877]","[0.6596202563382543, 0.7473702095367996, 0.7051061222988877, 0.7196173646769364, 0.6454369082958924, 0.5930331521448439, 0.678612804878049, 0.7254855483793325, 0.6670194159178435, 0.6541470936296535]",modAL,1.1588992269998926,RF,0.10638297872340426,Random Sampling,54_vehicle
"[0.6103896103896104, 0.5405405405405406, 0.6267605633802817, 0.6617647058823529, 0.676923076923077, 0.7016129032258065, 0.7288135593220338, 0.7142857142857143, 0.7358490566037735, 0.78]","[0.5885568780801744, 0.5164382023279726, 0.6258512953021179, 0.6597075733628301, 0.6624884263545795, 0.6847249652549191, 0.7093119849936357, 0.6887945840391492, 0.7248423979446358, 0.7731024978466841]","[0.8285571872731127, 0.8349255613898732, 0.8470143740071885, 0.842916645627258, 0.847945322651205, 0.8813901333087079, 0.8901323059310514, 0.8989009438324401, 0.9103717878324796, 0.9095636446886447]",modAL,13.057094795000012,RF,0.1773049645390071,Query by Committee,54_vehicle
"[0.45625, 0.5741935483870968, 0.6, 0.593103448275862, 0.5785714285714286, 0.6666666666666666, 0.6615384615384615, 0.656, 0.6583333333333333, 0.6521739130434783]","[0.4245496598185456, 0.5277413368056669, 0.5470929030184308, 0.5357899686520377, 0.5219082719082719, 0.6544962886892349, 0.6484476726308293, 0.6399509357157156, 0.6426476683161643, 0.6357520635513886]","[0.7063424830177578, 0.734635578422847, 0.8126643494998759, 0.8064128100639257, 0.805141882095007, 0.8379470859107956, 0.8375451157239951, 0.8220334440227703, 0.8196358522500995, 0.8218262038335671]",modAL,1.4472917380007857,RF,0.034278959810874705,Expected Model Change,54_vehicle
"[0.36363636363636365, 0.2727272727272727, 0.3181818181818182, 0.22727272727272727, 0.4090909090909091, 0.36363636363636365, 0.36363636363636365, 0.4090909090909091, 0.4090909090909091, 0.5]","[0.23863636363636365, 0.20661157024793386, 0.2362420188507145, 0.20734265734265733, 0.3982517482517482, 0.3231087094723458, 0.3231087094723458, 0.38657833394675495, 0.38657833394675495, 0.4906204906204907]","[0.5698051948051948, 0.6013595779220778, 0.5223214285714286, 0.5678774350649349, 0.6649756493506492, 0.6697443181818181, 0.6697443181818181, 0.7320413961038961, 0.7320413961038961, 0.7841923701298701]",modAL,0.0843507249992399,5NN,0.2847682119205298,Uncertain Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.22727272727272727, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.4090909090909091, 0.36363636363636365, 0.4090909090909091, 0.36363636363636365, 0.36363636363636365]","[0.24747474747474743, 0.23096678862932735, 0.5292929292929294, 0.2863636363636364, 0.28370391218688434, 0.3328017012227538, 0.2886762360446571, 0.3328017012227538, 0.23863636363636365, 0.28370391218688434]","[0.570413961038961, 0.44419642857142855, 0.6337256493506493, 0.5340909090909091, 0.5707183441558441, 0.5502232142857142, 0.6123173701298701, 0.5502232142857142, 0.5349025974025974, 0.5661525974025974]",modAL,0.07464096999956382,5NN,0.5298013245033113,Random Sampling,1115_teachingAssistant
"[0.4475806451612903, 0.6350806451612904, 0.6350806451612904, 0.6683467741935484, 0.6985887096774194, 0.7247983870967742, 0.7247983870967742, 0.7661290322580645, 0.7661290322580645, 0.7661290322580645]","[0.3713278290487823, 0.6185662703073571, 0.6185662703073571, 0.6517625395583846, 0.6935246729829077, 0.7245098084515965, 0.7245098084515965, 0.7653094278373166, 0.7653094278373166, 0.7653094278373166]","[0.7743569530506664, 0.8515746517048328, 0.8515746517048328, 0.8829391944203964, 0.8933344209658538, 0.9029544244373995, 0.9029544244373995, 0.9182788901814039, 0.9182788901814039, 0.9182788901814039]",modAL,0.6486619930001325,5NN,0.0066,Uncertain Sampling,60_waveform-5000
"[0.6360887096774194, 0.5403225806451613, 0.5181451612903226, 0.46774193548387094, 0.5110887096774194, 0.5463709677419355, 0.6542338709677419, 0.4959677419354839, 0.4717741935483871, 0.5584677419354839]","[0.6391169560299799, 0.5089230172491963, 0.4081732757284405, 0.3817891986352954, 0.4029585077567101, 0.43348357779168184, 0.6436439468758857, 0.4569062984664243, 0.4325848832423994, 0.4574410542379424]","[0.8275687771828006, 0.8569522051557548, 0.6847932992668738, 0.8067015757577678, 0.8164314320932624, 0.8025889755423151, 0.7549562862958796, 0.8059454624608944, 0.7591532403632237, 0.8570049935805701]",modAL,0.6793510389998119,5NN,0.016,Random Sampling,60_waveform-5000
"[0.6389452332657201, 0.6428571428571429, 0.797741273100616, 0.8006198347107438, 0.8108108108108109, 0.7813807531380753, 0.7736842105263158, 0.7870762711864406, 0.7931769722814499, 0.7864806866952789]","[0.6138206782223009, 0.5252469535441627, 0.7943287722006503, 0.7976859050106061, 0.8091485414308003, 0.7823285518406828, 0.7745036370149998, 0.7864278527230101, 0.7931606310602639, 0.7878365331250984]","[0.9075067000485469, 0.9484982255967578, 0.9522496014170136, 0.9491230415474874, 0.9491390638940723, 0.9373182371302402, 0.9338083458025104, 0.9300916448367331, 0.9406279586833026, 0.9464097135544668]",modAL,3.4876940949998243,5NN,0.028,Query by Committee,60_waveform-5000
"[0.3780241935483871, 0.49442755825734547, 0.6354378818737271, 0.6888433981576254, 0.6995884773662552, 0.7383660806618407, 0.7484407484407485, 0.7481713688610241, 0.7689075630252101, 0.7930306230200633]","[0.31165140966074356, 0.47882232632570637, 0.6332287676265339, 0.6886535063040264, 0.6922687815383237, 0.7346088239282873, 0.7424334461318667, 0.7422052458547235, 0.7671346562858817, 0.7933896275084177]","[0.7553354754006706, 0.794457036820654, 0.8622131337757581, 0.8765283542856097, 0.8951074732691, 0.9108876439542315, 0.9208773350822818, 0.9206955615829424, 0.9229498044593574, 0.9313988467522083]",modAL,1.181777054000122,5NN,0.0096,Expected Model Change,60_waveform-5000
"[0.36794354838709675, 0.45463709677419356, 0.45463709677419356, 0.6703629032258065, 0.7167338709677419, 0.7419354838709677, 0.7530241935483871, 0.7580645161290323, 0.7560483870967742, 0.7711693548387096]","[0.30623103485322617, 0.4190454082465417, 0.4190454082465417, 0.6580655843530557, 0.7074953209348503, 0.7313852224927038, 0.7419551837495927, 0.7555349882325515, 0.7511039663350101, 0.768782253231218]","[0.7383407427068354, 0.7921610269160442, 0.7921610269160442, 0.8404183264277567, 0.8800104292791896, 0.8947342967358614, 0.8969980028520058, 0.9054666413280723, 0.9093612620420232, 0.9130694930532142]",modAL,0.7116088029997627,5NN,0.0096,Uncertain Sampling,60_waveform-5000
"[0.4949596774193548, 0.5070564516129032, 0.4939516129032258, 0.5514112903225806, 0.4959677419354839, 0.4909274193548387, 0.5745967741935484, 0.6169354838709677, 0.5221774193548387, 0.657258064516129]","[0.3962976430375875, 0.396123039688812, 0.3991652074922263, 0.4408783023568902, 0.3940419893340225, 0.3807301820357133, 0.4623498212503411, 0.5596223452133314, 0.5160944513811181, 0.6059352122708052]","[0.7956746341359291, 0.7973165421117185, 0.8147358621817653, 0.8039513497777722, 0.7165919930728342, 0.8198690415301281, 0.8407449345701421, 0.810328401728273, 0.7922459707177046, 0.7692863118704514]",modAL,0.7525035400003617,5NN,0.016,Random Sampling,60_waveform-5000
"[0.6501014198782962, 0.6969387755102041, 0.7351129363449692, 0.743801652892562, 0.7796257796257796, 0.7646443514644351, 0.7663157894736842, 0.7595338983050848, 0.7366737739872068, 0.7296137339055794]","[0.636878581555175, 0.6574507345659782, 0.7310461193694507, 0.7430507668893547, 0.7770415903119373, 0.7635813996739762, 0.7614538197631755, 0.7539803283437561, 0.7331731015979276, 0.7267555941794949]","[0.9112345980599633, 0.93033375302532, 0.9137745463927018, 0.9172626044711146, 0.9376959637310854, 0.9305597629535812, 0.9332896839075899, 0.9276387991918551, 0.9195119185230667, 0.9107533259390823]",modAL,3.955108107000342,5NN,0.028,Query by Committee,60_waveform-5000
"[0.4183467741935484, 0.7051671732522796, 0.7046843177189409, 0.7031729785056294, 0.7037037037037037, 0.7238883143743536, 0.7463617463617463, 0.7596656217345873, 0.7794117647058824, 0.7803590285110876]","[0.37691792597729307, 0.7038373434553526, 0.7032976694870532, 0.7017556250523959, 0.7023429080016762, 0.7220358387735435, 0.7427203551281499, 0.7557332160593893, 0.7760761886178758, 0.777259375473719]","[0.7399600718924707, 0.8922929491145905, 0.8917906171922646, 0.8911914027816437, 0.8914875418788571, 0.8961162917223339, 0.9132815368123455, 0.9131609304422134, 0.9245254618857035, 0.9246191208817833]",modAL,1.3328536950002672,5NN,0.0066,Expected Model Change,60_waveform-5000
"[0.5100806451612904, 0.6663306451612904, 0.6229838709677419, 0.6229838709677419, 0.6229838709677419, 0.6824596774193549, 0.6774193548387096, 0.6774193548387096, 0.7247983870967742, 0.7066532258064516]","[0.3989678821698384, 0.6530778714214818, 0.5887388371447847, 0.5887388371447847, 0.5887388371447847, 0.6631460533826191, 0.6542531951562285, 0.6542531951562285, 0.7152170623852036, 0.6976264712737691]","[0.7388920175425999, 0.847437604585956, 0.8553433171514098, 0.8553433171514098, 0.8553433171514098, 0.8949791616040155, 0.9006839025507158, 0.9006839025507158, 0.909179217986414, 0.8896977634194084]",modAL,0.7590475580000202,5NN,0.0076,Uncertain Sampling,60_waveform-5000
"[0.4475806451612903, 0.5110887096774194, 0.5957661290322581, 0.5070564516129032, 0.5866935483870968, 0.5110887096774194, 0.5383064516129032, 0.5171370967741935, 0.5241935483870968, 0.5332661290322581]","[0.37556792439810344, 0.40466472351968075, 0.5812703953849063, 0.39880331737265984, 0.5475606359498112, 0.42693787350766166, 0.4258972229246212, 0.505478849303734, 0.41233940036453803, 0.4224559802561736]","[0.7819386636559904, 0.8220038221483733, 0.8118275201478218, 0.7382073075549755, 0.7895153157777993, 0.8293449844449432, 0.8040439854576736, 0.7681034454270042, 0.783185155281519, 0.7999639181219458]",modAL,0.751324432999354,5NN,0.016,Random Sampling,60_waveform-5000
"[0.7221095334685599, 0.6979591836734694, 0.6940451745379876, 0.7210743801652892, 0.7276507276507277, 0.7395397489539749, 0.7336842105263158, 0.7807203389830508, 0.7867803837953091, 0.796137339055794]","[0.7141439173579275, 0.6905764417815442, 0.6821526679714391, 0.7169001436446785, 0.7232998409468997, 0.7231871067658129, 0.7215386989463565, 0.7732364175521736, 0.7869226949375621, 0.795655493444485]","[0.8845563544229518, 0.8835514949849467, 0.898832926916908, 0.9091174657794983, 0.9053535549432196, 0.9091215616481985, 0.9081102816243614, 0.9233675414569771, 0.9275309231760198, 0.9358371302765097]",modAL,4.03940189900004,5NN,0.028,Query by Committee,60_waveform-5000
"[0.3790322580645161, 0.5460992907801419, 0.6822810590631364, 0.7226202661207779, 0.7510288065843621, 0.749741468459152, 0.7505197505197505, 0.7492163009404389, 0.7668067226890757, 0.781414994720169]","[0.2593314093439673, 0.434938514060359, 0.6720995343656943, 0.7128597305873852, 0.7351761306838561, 0.733917285266281, 0.7345455871833054, 0.7332693374633321, 0.7550437030829944, 0.7698176548942512]","[0.7569074279644448, 0.839203416591684, 0.8806483513929251, 0.8848079717998653, 0.9036688600279106, 0.9036396701059872, 0.9037686558486439, 0.9033683164759136, 0.9099950185333581, 0.9137939954360739]",modAL,1.4084480650008118,5NN,0.0076,Expected Model Change,60_waveform-5000
